Ticker,CROX,BIRK,NKE,LULU,DECK
P/E,4.6840816964349035,41.95433001424295,23.398332762450533,11.397982740397504,15.208232204738119
P/S,1.084859340956797,4.454246180445936,1.6264491386626414,1.9534110047849031,2.946987503020222
P/B,2.42421561612131,3.0622763261481065,5.700388493326894,4.783241682722033,5.84658187558427
EV/CFO,6.198078543590141,21.900120455489905,23.347007345140145,9.793912759089757,14.33143287309868
