,0,1,2,3,4
Ticker,LULU,DECK,BIRK,CROX,NKE
P/E,11.445505257018766,15.26857657766879,40.898514412205245,4.710857127982853,23.475920451006253
P/S,1.9615555167619243,2.958680782719678,4.342151371375332,1.0910606796407596,1.631842361782572
P/B,4.803184832974842,5.869780384938963,2.985211595956962,2.4380730642816038,5.719290693392048
EV/CFO,9.831856449745466,14.387246058245362,21.42823823225826,6.223709697103835,23.41454514110036
